hhid,year,month,subreg,region,covid,urban,eacode,mult,rmult,regurb,equiv,hsize,usize,rexp30,nrrexp30,fnrfxp30,cpexp30,fcpexp30,welfare,hmult,plinen,ctpline,hpline,spline,fplinen,povlinen,spline_n,hpline_n,poor_20,poor_new,quints,decile
101406,2019,9,Karamoja,Northern,Before covid,Rural,1014,901.30286,901,North rural,3.320600032806396,4,4,239732.08,437903.84,181107.73,243686.5,97811.477,73386.281,3605.2114,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,6
101407,2019,9,Karamoja,Northern,Before covid,Rural,1014,794.15143,794,North rural,6.265166640281677,8,8,218843.63,396552.44,145366.84,222127.88,78508.773,35454.426,6353.2114,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,2
101408,2019,9,Karamoja,Northern,Before covid,Rural,1014,787.008,787,North rural,2.53986668586731,3,3,146147.86,268818.63,137561.48,149151.47,74293.305,58724.133,2361.0239,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 2,4
101410,2019,9,Karamoja,Northern,Before covid,Rural,1014,729.8606,730,North rural,2.1144999563694,3,3,197284.83,371720.31,253684.83,202823.95,137008.44,95920.531,2189.5818,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 4,7
101501,2019,11,Karamoja,Northern,Before covid,Rural,1015,193.91309,194,North rural,2.90283328294754,5,5,191526.94,357228.19,177385.72,197012.63,95000.922,67869.078,969.56543,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,5
101502,2019,11,Karamoja,Northern,Before covid,Rural,1015,199.71385,200,North rural,4.135833263397217,6,6,267798.53,488881.72,134002.08,272772.72,71766.32,65953.508,1198.2831,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,5
101503,2019,11,Karamoja,Northern,Before covid,Rural,1015,199.71385,200,North rural,2.112499997019768,3,3,110375.47,206643.06,99374.773,112527.16,53221.277,53267.293,599.14154,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 2,4
101504,2019,11,Karamoja,Northern,Before covid,Rural,1015,206.96481,207,North rural,2.677666634321213,4,4,168298.52,318210.28,187632.17,174566.5,100488.52,65193.516,827.85925,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,5
101505,2019,11,Karamoja,Northern,Before covid,Rural,1015,206.96481,207,North rural,1.855966627597809,2,2,63166.602,116633.73,43351.934,64407.078,23217.617,34702.715,413.92963,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,2
101506,2019,11,Karamoja,Northern,Before covid,Rural,1015,185.21193,185,North rural,2.845466732978821,4,4,86503.563,161626.86,83040.938,88629.484,44473.508,31147.609,740.84772,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,1
101507,2019,11,Karamoja,Northern,Before covid,Rural,1015,185.21193,185,North rural,1.538800001144409,2,2,52225.461,100147.72,46774.723,54323.566,25050.73,35302.551,370.42386,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,2
101508,2019,11,Karamoja,Northern,Before covid,Rural,1015,193.91309,194,North rural,4.231499969959259,5,5,68870.43,128046.35,59824.438,70727.375,32039.65,16714.492,969.56543,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,1
101509,2019,11,Karamoja,Northern,Before covid,Rural,1015,199.71385,200,North rural,2.147033274173737,3,3,172841.73,332132.41,282932.41,179423.55,151527.64,83568.125,599.14154,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 4,7
101510,2019,11,Karamoja,Northern,Before covid,Rural,1015,185.21193,185,North rural,4.200833320617676,6,6,84414.453,155725.72,64612.211,86196,34603.797,20518.785,1111.2716,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,1
101601,2019,11,Karamoja,Northern,Before covid,Rural,1016,572.83868,573,North rural,4.718099892139435,7,7,114441.31,213911.61,124609.27,117139.39,66735.898,24827.662,4009.8708,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,1
101602,2019,11,Karamoja,Northern,Before covid,Rural,1016,476.83289,477,North rural,.8636999726295471,1,1,42920.082,78549.523,30705.688,43584.934,16444.777,50463.047,476.83289,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 2,3
101603,2019,11,Karamoja,Northern,Before covid,Rural,1016,560.83795,561,North rural,5.865099996328354,8,8,87908.375,168564.97,118791,91851.414,63619.859,15660.673,4486.7036,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,1
101604,2019,11,Karamoja,Northern,Before covid,Rural,1016,476.83289,477,North rural,2.154333308339119,4,4,111996.7,207283.78,101097.48,114382.42,54143.895,53094.117,1907.3315,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 2,4
101605,2019,11,Karamoja,Northern,Before covid,Rural,1016,476.83289,477,North rural,2.570366621017456,4,4,86577.359,162629.56,76937.383,88819.969,41204.684,34555.371,1907.3315,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,2
101606,2019,11,Karamoja,Northern,Before covid,Rural,1016,476.83289,477,North rural,1.972033321857452,3,3,193438.75,370526.34,260867.25,201171.53,139710.39,102012.23,1430.4987,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 4,8
101607,2019,11,Karamoja,Northern,Before covid,Rural,1016,551.50409,552,North rural,1.897033303976059,3,3,30974.35,58514.645,39962.59,31948.93,21402.416,16841.523,1654.5122,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,1
101608,2019,11,Karamoja,Northern,Before covid,Rural,1016,521.63562,522,North rural,3.389166653156281,5,5,42479.02,78799.484,41983.051,43388.047,22484.496,12801.98,2608.1782,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,1
101609,2019,11,Karamoja,Northern,Before covid,Rural,1016,532.8363,533,North rural,2.567499995231628,4,4,137235.56,257752.78,152362.38,141369.83,81599.383,55061.277,2131.3452,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 2,4
101610,2019,11,Karamoja,Northern,Before covid,Rural,1016,532.8363,533,North rural,3.625366628170013,6,6,101226.25,193021.05,111851.58,105354.73,59903.371,29060.436,3197.0178,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,1
101701,2020,2,Karamoja,Northern,Before covid,Rural,1017,122.18843,122,North rural,2.44433331489563,4,4,83735.133,157798.28,84511.984,86046.594,44710.605,35202.48,488.75372,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,2
101702,2020,2,Karamoja,Northern,Before covid,Rural,1017,122.18843,122,North rural,1.400466680526733,2,2,43565.754,80550.969,32157.23,44253.559,17012.607,31599.15,244.37686,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,1
101703,2020,2,Karamoja,Northern,Before covid,Rural,1017,131.75568,132,North rural,3.908933311700821,6,6,80516.664,152732.36,99821.398,82651.727,52809.965,21144.316,790.53406,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,1
101704,2020,2,Karamoja,Northern,Before covid,Rural,1017,136.53929,137,North rural,1.636533319950104,2,2,28657.57,55409.598,42723.887,29607.371,22602.84,18091.518,273.07858,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,1
101705,2020,2,Karamoja,Northern,Before covid,Rural,1017,122.18843,122,North rural,1.430366635322571,2,2,56129.883,107051.41,65592.313,57784.75,34701.254,40398.559,244.37686,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,2
101706,2020,2,Karamoja,Northern,Before covid,Rural,1017,136.53929,137,North rural,2.54283332824707,4,4,93309.32,178237.56,121247.16,96406.5,64145.145,37913.023,546.15717,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,2
